,imdb_id,title,mpaa_rating,runtime,genre,star_rating
0,tt6751668,Parasite,R,132 min,"Comedy, Drama, Thriller",8.6
1,tt8946378,Knives Out,PG-13,131 min,"Comedy, Crime, Drama",8.0
2,tt2584384,Jojo Rabbit,PG-13,108 min,"Comedy, Drama, War",8.0
3,tt8579674,1917,R,119 min,"Drama, War",8.4
4,tt8367814,The Gentlemen,R,113 min,"Action, Comedy, Crime",8.1
5,tt5727208,Uncut Gems,R,135 min,"Crime, Drama, Thriller",7.6
6,tt7131622,Once Upon a Time... in Hollywood,R,161 min,"Comedy, Drama",7.7
7,tt7286456,Joker,R,122 min,"Crime, Drama, Thriller",8.6
8,tt1950186,Ford v Ferrari,PG-13,152 min,"Action, Biography, Drama",8.2
9,tt7975244,Jumanji: The Next Level,PG-13,123 min,"Action, Adventure, Comedy",6.8
10,tt6924650,Midway,PG-13,138 min,"Action, Drama, History",6.7
11,tt6394270,Bombshell,R,109 min,"Biography, Drama",6.8
12,tt8772262,Midsommar,R,148 min,"Drama, Horror, Mystery",7.1
13,tt4520988,Frozen II,PG,103 min,"Animation, Adventure, Comedy",7.0
14,tt6902676,Guns Akimbo,R,95 min,"Action, Comedy",6.6
15,tt3281548,Little Women,PG,135 min,"Drama, Romance",8.0
16,tt5606664,Doctor Sleep,R,152 min,"Drama, Fantasy, Horror",7.4
17,tt9026184,Girl on the Third Floor,NaN,93 min,"Drama, Horror, Mystery",4.7
18,tt9071322,Dark Waters,PG-13,126 min,"Biography, Drama, History",7.6
19,tt5033998,Charlie's Angels,PG-13,118 min,"Action, Adventure, Comedy",4.4
20,tt7984734,The Lighthouse,R,109 min,"Drama, Fantasy, Horror",7.7
21,tt1302006,The Irishman,R,209 min,"Biography, Crime, Drama",8.0
22,tt8613070,Portrait of a Lady on Fire,R,122 min,"Drama, Romance",8.2
23,tt5073642,Color Out of Space,Unrated,111 min,"Horror, Sci-Fi",6.2
24,tt3224458,A Beautiful Day in the Neighborhood,PG,109 min,"Biography, Drama",7.4
25,tt6644200,A Quiet Place,PG-13,90 min,"Drama, Horror, Sci-Fi",7.5
26,tt6450804,Terminator: Dark Fate,R,128 min,"Action, Adventure, Sci-Fi",6.3
27,tt4154796,Avengers: Endgame,PG-13,181 min,"Action, Adventure, Drama",8.5
28,tt7653254,Marriage Story,R,137 min,"Comedy, Drama, Romance",8.0
29,tt2527338,Star Wars: Episode IX - The Rise of Skywalker,PG-13,142 min,"Action, Adventure, Fantasy",6.8
30,tt1598778,Contagion,PG-13,106 min,"Action, Drama, Sci-Fi",6.6
31,tt1979376,Toy Story 4,G,100 min,"Animation, Adventure, Comedy",7.8
32,tt6105098,The Lion King,PG,118 min,"Animation, Adventure, Drama",6.9
33,tt1706620,Snowpiercer,R,126 min,"Action, Drama, Sci-Fi",7.1
34,tt2066051,Rocketman,R,121 min,"Biography, Drama, Music",7.3
35,tt8688634,21 Bridges,R,99 min,"Action, Crime, Drama",6.6
36,tt5814534,Spies in Disguise,PG,102 min,"Animation, Action, Adventure",6.8
37,tt5503686,Hustlers,R,110 min,"Comedy, Crime, Drama",6.3
38,tt8106534,6 Underground,R,128 min,"Action, Adventure, Comedy",6.1
39,tt0437086,Alita: Battle Angel,PG-13,122 min,"Action, Adventure, Sci-Fi",7.3
40,tt7347846,The Lodge,R,108 min,"Drama, Horror, Thriller",6.6
41,tt1856101,Blade Runner 2049,R,164 min,"Action, Drama, Mystery",8.0
42,tt4126476,After,PG-13,105 min,"Drama, Romance",5.4
43,tt8722346,Queen & Slim,R,132 min,"Crime, Drama, Romance",7.0
44,tt8856470,Pokémon: Mewtwo Strikes Back - Evolution,TV-Y7,98 min,"Animation, Action, Family",5.9
45,tt1560220,Zombieland: Double Tap,R,99 min,"Action, Comedy, Horror",6.8
46,tt4846340,Hidden Figures,PG,127 min,"Biography, Drama, History",7.8
47,tt8130904,The Body,NaN,101 min,"Mystery, Thriller",5.5
48,tt2935510,Ad Astra,PG-13,123 min,"Adventure, Drama, Mystery",6.6
49,tt2091935,Mr. Right,R,95 min,"Action, Comedy, Romance",6.3
50,tt8151874,Honey Boy,R,94 min,Drama,7.4
51,tt1386697,Suicide Squad,PG-13,123 min,"Action, Adventure, Fantasy",6.0
52,tt4777008,Maleficent: Mistress of Evil,PG,119 min,"Adventure, Family, Fantasy",6.7
53,tt2283362,Jumanji: Welcome to the Jungle,PG-13,119 min,"Action, Adventure, Comedy",6.9
54,tt6513120,Fighting with My Family,PG-13,108 min,"Biography, Comedy, Drama",7.1
55,tt1396484,It,R,135 min,Horror,7.3
56,tt7349950,It Chapter Two,R,169 min,"Drama, Fantasy, Horror",6.6
57,tt6139732,Aladdin,PG,128 min,"Adventure, Family, Fantasy",7.0
58,tt7549996,Judy,PG-13,118 min,"Biography, Drama, Romance",6.9
59,tt8972256,Greed,R,104 min,"Comedy, Drama",5.9
60,tt5974030,The Jesus Rolls,R,85 min,"Comedy, Crime, Drama",4.3
61,tt1025100,Gemini Man,PG-13,117 min,"Action, Drama, Sci-Fi",5.7
62,tt6445414,The Coldest Game,TV-MA,102 min,Thriller,6.3
63,tt6857112,Us,R,116 min,"Horror, Mystery, Thriller",6.9
64,tt1375666,Inception,PG-13,148 min,"Action, Adventure, Sci-Fi",8.8
65,tt0816692,Interstellar,PG-13,169 min,"Adventure, Drama, Sci-Fi",8.6
66,tt5726616,Call Me by Your Name,R,132 min,"Drama, Romance",7.9
67,tt4916630,Just Mercy,PG-13,137 min,Drama,7.5
68,tt6966692,Green Book,PG-13,130 min,"Biography, Comedy, Drama",8.2
69,tt0993846,The Wolf of Wall Street,R,180 min,"Biography, Crime, Drama",8.2
70,tt6146586,John Wick: Chapter 3 - Parabellum,R,131 min,"Action, Crime, Thriller",7.5
71,tt5697572,Cats,PG,110 min,"Comedy, Drama, Family",2.8
72,tt1615160,The Foreigner,R,113 min,"Action, Thriller",7.0
73,tt7798634,Ready or Not,R,95 min,"Comedy, Horror, Mystery",6.8
74,tt1489887,Booksmart,R,102 min,Comedy,7.2
75,tt0974015,Justice League,PG-13,120 min,"Action, Adventure, Fantasy",6.4
76,tt6320628,Spider-Man: Far from Home,PG-13,129 min,"Action, Adventure, Sci-Fi",7.5
77,tt3846674,To All the Boys I've Loved Before,TV-14,99 min,"Drama, Romance",7.2
78,tt3741700,Godzilla: King of the Monsters,PG-13,132 min,"Action, Adventure, Fantasy",6.1
79,tt3513548,Richard Jewell,R,131 min,"Biography, Crime, Drama",7.5
80,tt5013056,Dunkirk,PG-13,106 min,"Action, Drama, History",7.9
81,tt0385887,Motherless Brooklyn,R,144 min,"Crime, Drama, Mystery",6.8
82,tt4846232,Good Time,R,101 min,"Crime, Drama, Thriller",7.3
83,tt11107074,My Hero Academia: Heroes Rising,PG-13,104 min,"Animation, Action, Adventure",8.1
84,tt2267998,Gone Girl,R,149 min,"Drama, Mystery, Thriller",8.1
85,tt8504014,Good Newwz,Not Rated,134 min,"Comedy, Drama",7.3
86,tt7784604,Hereditary,R,127 min,"Drama, Horror, Mystery",7.3
87,tt7456310,Anna,R,119 min,"Action, Thriller",6.6
88,tt3470600,Sing,PG,108 min,"Animation, Comedy, Family",7.1
89,tt2404435,The Magnificent Seven,PG-13,132 min,"Action, Adventure, Western",6.9
90,tt3967856,Okja,TV-MA,120 min,"Action, Adventure, Drama",7.3
91,tt6806448,Fast & Furious Presents: Hobbs & Shaw,PG-13,137 min,"Action, Adventure",6.5
92,tt7984766,The King,R,140 min,"Biography, Drama, History",7.3
93,tt4648786,Harriet,PG-13,125 min,"Action, Biography, Drama",6.3
94,tt3882082,The Boy,PG-13,97 min,"Horror, Mystery, Thriller",6.0
95,tt2283336,Men in Black: International,PG-13,114 min,"Action, Adventure, Comedy",5.6
96,tt8404614,The Two Popes,PG-13,125 min,"Comedy, Drama",7.6
97,tt0448115,Shazam!,PG-13,132 min,"Action, Adventure, Comedy",7.1
98,tt8359816,Sorry We Missed You,NaN,101 min,Drama,7.7
99,tt1677720,Ready Player One,PG-13,140 min,"Action, Adventure, Sci-Fi",7.5
100,tt1477834,Aquaman,PG-13,143 min,"Action, Adventure, Fantasy",7.0
101,tt4364194,The Peanut Butter Falcon,PG-13,97 min,"Adventure, Comedy, Drama",7.7
102,tt5052448,Get Out,R,104 min,"Horror, Mystery, Thriller",7.7
103,tt4925292,Lady Bird,R,94 min,"Comedy, Drama",7.4
104,tt8350360,Annabelle Comes Home,R,106 min,"Horror, Mystery, Thriller",5.9
105,tt2015381,Guardians of the Galaxy,PG-13,121 min,"Action, Adventure, Comedy",8.0
106,tt1727824,Bohemian Rhapsody,PG-13,134 min,"Biography, Drama, Music",8.0
107,tt4912910,Mission: Impossible - Fallout,PG-13,147 min,"Action, Adventure, Thriller",7.8
108,tt3774694,Love,Not Rated,135 min,"Drama, Romance",6.1
109,tt6095472,The Angry Birds Movie 2,PG,97 min,"Animation, Adventure, Comedy",6.4
110,tt7752126,Brightburn,R,90 min,"Drama, Horror, Mystery",6.1
111,tt3501632,Thor: Ragnarok,PG-13,130 min,"Action, Adventure, Comedy",7.9
112,tt4154756,Avengers: Infinity War,PG-13,149 min,"Action, Adventure, Sci-Fi",8.5
113,tt2379713,Spectre,PG-13,148 min,"Action, Adventure, Thriller",6.8
114,tt7958736,Ma,R,99 min,"Horror, Mystery, Thriller",5.6
115,tt1259521,The Cabin in the Woods,R,95 min,Horror,7.0
116,tt6499752,Upgrade,R,100 min,"Action, Horror, Sci-Fi",7.5
117,tt3748528,Rogue One: A Star Wars Story,PG-13,133 min,"Action, Adventure, Sci-Fi",7.8
118,tt1345836,The Dark Knight Rises,PG-13,164 min,"Action, Adventure",8.4
119,tt4633694,Spider-Man: Into the Spider-Verse,PG,117 min,"Animation, Action, Adventure",8.4
120,tt1825683,Black Panther,PG-13,134 min,"Action, Adventure, Sci-Fi",7.3
121,tt3890160,Baby Driver,R,113 min,"Action, Crime, Drama",7.6
122,tt4263482,The VVitch: A New-England Folktale,R,92 min,"Drama, Horror, Mystery",6.9
123,tt2294629,Frozen,PG,102 min,"Animation, Adventure, Comedy",7.5
124,tt3532216,American Made,R,115 min,"Action, Biography, Comedy",7.1
125,tt8079248,Yesterday,PG-13,116 min,"Comedy, Fantasy, Music",6.9
126,tt0451279,Wonder Woman,PG-13,141 min,"Action, Adventure, Fantasy",7.4
127,tt6521876,Jay and Silent Bob Reboot,R,105 min,Comedy,5.8
128,tt7948854,The Nothing,NaN,79 min,"Horror, Thriller",3.1
129,tt4844140,True History of the Kelly Gang,R,124 min,"Biography, Crime, Drama",6.1
130,tt1650062,Super 8,PG-13,112 min,"Action, Mystery, Sci-Fi",7.0
131,tt2119532,Hacksaw Ridge,R,139 min,"Biography, Drama, History",8.1
132,tt4913966,The Curse of La Llorona,R,93 min,"Horror, Mystery, Thriller",5.3
133,tt1961175,American Assassin,R,112 min,"Action, Thriller",6.2
134,tt1206885,Rambo: Last Blood,R,89 min,"Action, Adventure, Thriller",6.2
135,tt5700672,Train to Busan,Not Rated,118 min,"Action, Horror, Thriller",7.5
136,tt1392214,Prisoners,R,153 min,"Crime, Drama, Mystery",8.1
137,tt1485796,The Greatest Showman,PG,105 min,"Biography, Drama, Musical",7.6
138,tt1392190,Mad Max: Fury Road,R,120 min,"Action, Adventure, Sci-Fi",8.1
139,tt1780967,Seberg,R,102 min,"Biography, Drama, Thriller",5.1
140,tt1798709,Her,R,126 min,"Drama, Romance, Sci-Fi",8.0
141,tt5083738,The Favourite,R,119 min,"Biography, Comedy, Drama",7.6
142,tt4881806,Jurassic World: Fallen Kingdom,PG-13,128 min,"Action, Adventure, Sci-Fi",6.2
143,tt4154664,Captain Marvel,PG-13,123 min,"Action, Adventure, Sci-Fi",6.9
144,tt1972591,King Arthur: Legend of the Sword,PG-13,126 min,"Action, Adventure, Drama",6.7
145,tt9243946,El Camino: A Breaking Bad Movie,TV-MA,122 min,"Action, Crime, Drama",7.4
146,tt1853728,Django Unchained,R,165 min,"Drama, Western",8.4
147,tt0446029,Scott Pilgrim vs. the World,PG-13,112 min,"Action, Comedy, Fantasy",7.5
148,tt1074638,Skyfall,PG-13,143 min,"Action, Adventure, Thriller",7.7
149,tt5116302,Togo,PG,113 min,"Adventure, Biography, Drama",8.1
150,tt2975590,Batman v Superman: Dawn of Justice,PG-13,151 min,"Action, Adventure, Sci-Fi",6.5
151,tt2322441,Fifty Shades of Grey,R,125 min,"Drama, Romance, Thriller",4.1
152,tt1469304,Baywatch,R,116 min,"Action, Comedy, Crime",5.5
153,tt5463162,Deadpool 2,R,119 min,"Action, Adventure, Comedy",7.7
154,tt5164214,Ocean's 8,PG-13,110 min,"Action, Comedy, Crime",6.2
155,tt1386588,The Other Guys,PG-13,107 min,"Action, Comedy, Crime",6.6
156,tt6259380,Code 8,NaN,98 min,"Action, Crime, Drama",6.1
157,tt7921248,The Whistlers,NaN,97 min,"Comedy, Crime",6.6
158,tt1833116,The Informer,R,113 min,"Crime, Drama, Thriller",6.5
159,tt6189022,Angel Has Fallen,R,121 min,"Action, Thriller",6.4
160,tt1663202,The Revenant,R,156 min,"Action, Adventure, Biography",8.0
161,tt2278388,The Grand Budapest Hotel,R,99 min,"Adventure, Comedy, Crime",8.1
162,tt6398184,Downton Abbey,PG,122 min,"Drama, Romance",7.4
163,tt2274648,Hellboy,R,120 min,"Action, Adventure, Fantasy",5.2
164,tt5027774,"Three Billboards Outside Ebbing, Missouri",R,115 min,"Comedy, Crime, Drama",8.2
165,tt8637428,The Farewell,PG,100 min,"Comedy, Drama",7.7
166,tt3460252,The Hateful Eight,R,168 min,"Crime, Drama, Mystery",7.8
167,tt8652728,Waves,R,135 min,"Drama, Romance, Sport",7.7
168,tt1431045,Deadpool,R,108 min,"Action, Adventure, Comedy",8.0
169,tt2139881,Long Shot,R,125 min,"Comedy, Romance",6.9
170,tt1130884,Shutter Island,R,138 min,"Mystery, Thriller",8.1
171,tt1596363,The Big Short,R,130 min,"Biography, Comedy, Drama",7.8
172,tt2713180,Fury,R,134 min,"Action, Drama, War",7.6
173,tt5884052,Pokémon Detective Pikachu,PG,104 min,"Action, Adventure, Comedy",6.6
174,tt7288408,Radioflash,Unrated,103 min,"Drama, Thriller",5.6
175,tt1343092,The Great Gatsby,PG-13,143 min,"Drama, Romance",7.2
176,tt3416742,What We Do in the Shadows,R,86 min,"Comedy, Horror",7.7
177,tt5563334,The Good Liar,R,109 min,"Crime, Drama, Mystery",6.5
178,tt4016934,The Handmaiden,Not Rated,145 min,"Drama, Romance, Thriller",8.1
179,tt1620981,The Addams Family,PG,86 min,"Animation, Comedy, Family",5.8
180,tt5580390,The Shape of Water,R,123 min,"Adventure, Drama, Fantasy",7.3
181,tt2076298,Ip Man 4: The Finale,Unrated,107 min,"Action, Biography, Drama",7.3
182,tt7329656,47 Meters Down: Uncaged,PG-13,90 min,"Adventure, Drama, Horror",5.0
183,tt1392170,The Hunger Games,PG-13,142 min,"Action, Adventure, Sci-Fi",7.2
184,tt2582802,Whiplash,R,106 min,"Drama, Music",8.5
185,tt0903624,The Hobbit: An Unexpected Journey,PG-13,169 min,"Adventure, Family, Fantasy",7.8
186,tt2398149,An Officer and a Spy,NaN,132 min,"Drama, History, Thriller",7.3
187,tt5827916,A Hidden Life,PG-13,174 min,"Biography, Drama, Romance",7.6
188,tt8816194,Come to Daddy,R,96 min,"Comedy, Thriller",6.1
189,tt6565702,X-Men: Dark Phoenix,PG-13,113 min,"Action, Adventure, Sci-Fi",5.8
190,tt10039344,Countdown,PG-13,90 min,"Horror, Thriller",5.3
191,tt2911666,John Wick,R,101 min,"Action, Crime, Thriller",7.4
192,tt9134216,Playing with Fire,PG,96 min,"Comedy, Family",4.8
193,tt1201607,Harry Potter and the Deathly Hallows: Part 2,PG-13,130 min,"Adventure, Drama, Fantasy",8.1
194,tt3569230,Legend,R,132 min,"Biography, Crime, Drama",6.9
195,tt8623904,Last Christmas,PG-13,103 min,"Comedy, Drama, Romance",6.5
196,tt2543164,Arrival,PG-13,116 min,"Drama, Mystery, Sci-Fi",7.9
197,tt7040874,A Simple Favor,R,117 min,"Comedy, Crime, Drama",6.8
198,tt3387520,Scary Stories to Tell in the Dark,PG-13,108 min,"Adventure, Horror, Mystery",6.2
199,tt1517451,A Star Is Born,R,136 min,"Drama, Music, Romance",7.7
200,tt3315342,Logan,R,137 min,"Action, Drama, Sci-Fi",8.1
201,tt4465572,American Woman,R,111 min,"Drama, Mystery",6.8
202,tt1270797,Venom,PG-13,112 min,"Action, Sci-Fi, Thriller",6.7
203,tt6911608,Mamma Mia! Here We Go Again,PG-13,114 min,"Comedy, Musical, Romance",6.7
204,tt2404233,Gods of Egypt,PG-13,127 min,"Action, Adventure, Fantasy",5.4
205,tt7139936,A Rainy Day in New York,PG-13,92 min,"Comedy, Romance",6.6
206,tt2527336,Star Wars: Episode VIII - The Last Jedi,PG-13,152 min,"Action, Adventure, Fantasy",7.0
207,tt5932728,The Professor and the Madman,NaN,124 min,"Biography, Drama",7.3
208,tt2404465,Troop Zero,PG,94 min,"Comedy, Drama, Family",6.9
209,tt6823368,Glass,PG-13,129 min,"Drama, Sci-Fi, Thriller",6.7
210,tt4975722,Moonlight,R,111 min,Drama,7.4
211,tt3783958,La La Land,PG-13,128 min,"Comedy, Drama, Music",8.0
212,tt2704998,Game Night,R,100 min,"Action, Comedy, Crime",6.9
213,tt2310332,The Hobbit: The Battle of the Five Armies,PG-13,144 min,"Adventure, Fantasy",7.4
214,tt7343762,Good Boys,R,90 min,"Adventure, Comedy",6.7
215,tt0783640,The Last Full Measure,R,116 min,"Drama, War",6.5
216,tt3891834,After We Leave,NaN,82 min,"Drama, Sci-Fi",4.0
217,tt1024648,Argo,R,120 min,"Biography, Drama, Thriller",7.7
218,tt1843303,The VelociPastor,NaN,75 min,"Action, Adventure, Comedy",5.4
219,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,PG-13,134 min,"Adventure, Family, Fantasy",6.6
220,tt3896198,Guardians of the Galaxy Vol. 2,PG-13,136 min,"Action, Adventure, Comedy",7.6
221,tt1291584,Warrior,PG-13,140 min,"Drama, Sport",8.2
222,tt0369610,Jurassic World,PG-13,124 min,"Action, Adventure, Sci-Fi",7.0
223,tt3799232,The Kissing Booth,TV-14,105 min,"Comedy, Romance",6.1
224,tt4463894,Shaft,R,111 min,"Action, Comedy, Crime",6.4
225,tt3605418,Knock Knock,R,99 min,"Drama, Thriller",4.9
226,tt2948356,Zootopia,PG,108 min,"Animation, Adventure, Comedy",8.0
227,tt1454029,The Help,PG-13,146 min,Drama,8.1
228,tt8291806,Pain and Glory,R,113 min,Drama,7.6
229,tt1707386,Les Misérables,PG-13,158 min,"Drama, History, Musical",7.6
230,tt3659388,The Martian,PG-13,144 min,"Adventure, Drama, Sci-Fi",8.0
231,tt1298644,The Hustle,PG-13,93 min,"Comedy, Crime",5.4
232,tt3521164,Moana,PG,107 min,"Animation, Adventure, Comedy",7.6
233,tt2798920,Annihilation,R,115 min,"Adventure, Drama, Horror",6.9
234,tt6359956,A Bad Moms Christmas,R,104 min,Comedy,5.6
235,tt9894470,VFW,NaN,92 min,"Action, Horror",6.3
236,tt0458339,Captain America: The First Avenger,PG-13,124 min,"Action, Adventure, Sci-Fi",6.9
237,tt5478478,Hostiles,R,134 min,"Drama, Western",7.2
238,tt7557108,Saint Maud,R,84 min,"Drama, Horror, Mystery",6.9
239,tt5113040,The Secret Life of Pets 2,PG,86 min,"Animation, Adventure, Comedy",6.5
240,tt2024544,12 Years a Slave,R,134 min,"Biography, Drama, History",8.1
241,tt7461372,The Dawn,TV-14,90 min,"Horror, Thriller",5.6
242,tt7349662,BlacKkKlansman,R,135 min,"Biography, Crime, Drama",7.5
243,tt9000224,The Assistant,R,87 min,Drama,6.6
244,tt5719748,Cold Pursuit,R,119 min,"Action, Crime, Drama",6.2
245,tt5865326,The Laundromat,R,95 min,"Comedy, Crime, Drama",6.3
246,tt2873282,Red Sparrow,R,140 min,"Action, Drama, Thriller",6.6
247,tt2543472,Wonder,PG,113 min,"Drama, Family",8.0
248,tt6266538,Vice,R,132 min,"Biography, Comedy, Drama",7.2
249,tt3170832,Room,R,118 min,"Drama, Thriller",8.1
250,tt2771200,Beauty and the Beast,PG,129 min,"Family, Fantasy, Musical",7.1
251,tt1293847,xXx: Return of Xander Cage,PG-13,107 min,"Action, Adventure, Thriller",5.2
252,tt0470752,Ex Machina,R,108 min,"Drama, Mystery, Sci-Fi",7.7
253,tt6998518,Mandy,Not Rated,121 min,"Action, Fantasy, Horror",6.6
254,tt3104988,Crazy Rich Asians,PG-13,120 min,"Comedy, Drama, Romance",6.9
255,tt8535968,System Crasher,NaN,118 min,Drama,8.0
256,tt2660888,Star Trek Beyond,PG-13,122 min,"Action, Adventure, Sci-Fi",7.1
257,tt6173484,"Standing Up, Falling Down",Not Rated,91 min,"Comedy, Drama",6.4
258,tt7401588,Instant Family,PG-13,118 min,"Comedy, Drama",7.3
259,tt0947798,Black Swan,R,108 min,"Drama, Thriller",8.0
260,tt4972582,Split,PG-13,117 min,"Horror, Thriller",7.3
261,tt8695030,The Dead Don't Die,R,104 min,"Comedy, Fantasy, Horror",5.5
262,tt1570728,"Crazy, Stupid, Love.",PG-13,118 min,"Comedy, Drama, Romance",7.4
263,tt0848228,The Avengers,PG-13,143 min,"Action, Adventure, Sci-Fi",8.0
264,tt5109784,Mother!,R,121 min,"Drama, Horror, Mystery",6.6
265,tt2395427,Avengers: Age of Ultron,PG-13,141 min,"Action, Adventure, Sci-Fi",7.3
266,tt2481498,"Extremely Wicked, Shockingly Evil and Vile",R,110 min,"Biography, Crime, Drama",6.6
267,tt2802144,Kingsman: The Secret Service,R,129 min,"Action, Adventure, Comedy",7.7
268,tt8134742,3 from Hell,R,115 min,Horror,5.6
269,tt2250912,Spider-Man: Homecoming,PG-13,133 min,"Action, Adventure, Sci-Fi",7.4
270,tt4687108,In the Tall Grass,TV-MA,101 min,"Drama, Horror, Mystery",5.4
271,tt6439020,The Personal History of David Copperfield,PG,119 min,"Comedy, Drama",6.6
272,tt7547410,Dora and the Lost City of Gold,PG,102 min,"Adventure, Family",6.0
273,tt3778644,Solo: A Star Wars Story,PG-13,135 min,"Action, Adventure, Sci-Fi",6.9
274,tt6472976,Five Feet Apart,PG-13,116 min,"Drama, Romance",7.2
275,tt1800241,American Hustle,R,138 min,"Crime, Drama",7.2
276,tt5439796,Logan Lucky,PG-13,118 min,"Comedy, Crime, Drama",7.0
277,tt1937390,Nymphomaniac: Vol. I,Not Rated,117 min,Drama,6.9
278,tt1478338,Bridesmaids,R,125 min,"Comedy, Romance",6.8
279,tt5580036,"I, Tonya",R,119 min,"Biography, Comedy, Drama",7.5
280,tt4857264,The Invisible Guest,NaN,106 min,"Crime, Mystery, Thriller",8.1
281,tt3864056,The Goldfinch,R,149 min,Drama,6.2
282,tt1560747,The Master,R,138 min,Drama,7.2
283,tt3397884,Sicario,R,121 min,"Action, Crime, Drama",7.6
284,tt2278871,Blue Is the Warmest Colour,NC-17,180 min,"Drama, Romance",7.7
285,tt1631867,Edge of Tomorrow,PG-13,113 min,"Action, Sci-Fi",7.9
286,tt3402236,Murder on the Orient Express,PG-13,114 min,"Crime, Drama, Mystery",6.5
287,tt2737304,Bird Box,R,124 min,"Drama, Horror, Sci-Fi",6.6
288,tt4139588,Polar,TV-MA,118 min,"Action, Crime, Drama",6.3
289,tt2562232,Birdman or (The Unexpected Virtue of Ignorance),R,119 min,"Comedy, Drama",7.7
290,tt8526872,Dolemite Is My Name,R,118 min,"Biography, Comedy, Drama",7.3
291,tt1488606,Triple Frontier,R,125 min,"Action, Adventure, Crime",6.5
292,tt4827558,High Life,R,113 min,"Adventure, Drama, Horror",5.9
293,tt3385516,X-Men: Apocalypse,PG-13,144 min,"Action, Adventure, Sci-Fi",6.9
294,tt8951692,Military Wives,PG-13,112 min,"Comedy, Drama",6.4
295,tt1170358,The Hobbit: The Desolation of Smaug,PG-13,161 min,"Adventure, Fantasy",7.8
296,tt0770828,Man of Steel,PG-13,143 min,"Action, Adventure, Sci-Fi",7.1
297,tt2380307,Coco,PG,105 min,"Animation, Adventure, Family",8.4
298,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,PG,118 min,"Adventure, Family, Fantasy",5.9
299,tt4172430,13 Hours,R,144 min,"Action, Drama, History",7.3
300,tt0816711,World War Z,PG-13,116 min,"Action, Adventure, Horror",7.0
301,tt6628394,Bad Times at the El Royale,R,141 min,"Crime, Drama, Mystery",7.1
302,tt5628902,Rabid,Not Rated,107 min,"Horror, Sci-Fi",5.1
303,tt0816462,Conan the Barbarian,R,113 min,"Action, Adventure, Fantasy",5.2
304,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,PG-13,129 min,"Action, Adventure, Fantasy",6.6
305,tt1587310,Maleficent,PG,97 min,"Action, Adventure, Family",7.0
306,tt4555426,Darkest Hour,PG-13,125 min,"Biography, Drama, History",7.4
307,tt1659337,The Perks of Being a Wallflower,PG-13,103 min,"Drama, Romance",8.0
308,tt5919756,Disappearance at Clifton Hill,Unrated,100 min,"Drama, Mystery, Thriller",5.8
309,tt6324278,Abominable,PG,97 min,"Animation, Adventure, Comedy",7.0
310,tt4425200,John Wick: Chapter 2,R,122 min,"Action, Crime, Thriller",7.5
311,tt4649466,Kingsman: The Golden Circle,R,141 min,"Action, Adventure, Comedy",6.7
312,tt2397535,Predestination,R,97 min,"Action, Drama, Mystery",7.5
313,tt9231040,First Cow,PG-13,121 min,Drama,7.2
314,tt1034415,Suspiria,R,152 min,"Fantasy, Horror, Mystery",6.8
315,tt1568346,The Girl with the Dragon Tattoo,R,158 min,"Crime, Drama, Mystery",7.8
316,tt1276104,Looper,R,113 min,"Action, Crime, Drama",7.4
317,tt7959026,The Mule,R,116 min,"Crime, Drama, Thriller",7.0
318,tt2883512,Chef,R,114 min,"Adventure, Comedy, Drama",7.3
319,tt1253864,Immortals,R,110 min,"Action, Drama, Fantasy",6.0
320,tt4701182,Bumblebee,PG-13,114 min,"Action, Adventure, Sci-Fi",6.8
321,tt8333746,Pinocchio,NaN,125 min,Fantasy,6.7
322,tt0780504,Drive,R,100 min,"Crime, Drama",7.8
323,tt5598292,Polaroid,PG-13,88 min,"Drama, Horror, Mystery",5.1
324,tt2582782,Hell or High Water,R,102 min,"Action, Crime, Drama",7.6
325,tt8236336,The Report,R,119 min,"Biography, Crime, Drama",7.2
326,tt1723121,We're the Millers,R,110 min,"Comedy, Crime",7.0
327,tt4068576,The Nightingale,R,136 min,"Adventure, Drama, Thriller",7.3
328,tt5311514,Your Name.,PG,106 min,"Animation, Drama, Fantasy",8.4
329,tt0398286,Tangled,PG,100 min,"Animation, Adventure, Comedy",7.7
330,tt2231461,Rampage,PG-13,107 min,"Action, Adventure, Sci-Fi",6.1
331,tt6378710,Villains,R,90 min,"Comedy, Drama, Horror",6.2
332,tt5669936,The Recall,R,90 min,"Action, Sci-Fi, Thriller",4.5
333,tt1213641,First Man,PG-13,141 min,"Biography, Drama, History",7.3
334,tt10199590,Les Misérables,R,104 min,"Crime, Drama, Thriller",7.8
335,tt1895587,Spotlight,R,129 min,"Biography, Crime, Drama",8.1
336,tt2488496,Star Wars: Episode VII - The Force Awakens,PG-13,138 min,"Action, Adventure, Sci-Fi",7.9
337,tt6663582,The Spy Who Dumped Me,R,117 min,"Action, Adventure, Comedy",6.0
338,tt3553976,Captain Fantastic,R,118 min,"Comedy, Drama",7.9
339,tt5431890,Official Secrets,R,112 min,"Biography, Crime, Drama",7.3
340,tt6476140,Serenity,R,106 min,"Drama, Mystery, Thriller",5.3
341,tt6141246,The Aeronauts,PG-13,100 min,"Action, Adventure, Biography",6.6
