,imdb_id,title,mpaa_rating,runtime,genre,star_rating
787,tt1403981,Remember Me,PG-13,113 min,"Drama, Romance",7.1
788,tt1398426,Straight Outta Compton,R,147 min,"Biography, Drama, History",7.9
789,tt3152624,Trainwreck,R,125 min,"Comedy, Drama, Romance",6.2
790,tt4975920,The Kid,R,100 min,"Biography, Drama, Western",5.9
791,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,112 min,"Action, Adventure, Comedy",6.0
792,tt1758810,The Snowman,R,119 min,"Crime, Drama, Mystery",5.1
793,tt2103281,Dawn of the Planet of the Apes,PG-13,130 min,"Action, Adventure, Drama",7.6
794,tt4786282,Lights Out,PG-13,81 min,"Drama, Horror, Mystery",6.3
795,tt5913798,Wounds,R,95 min,"Drama, Horror, Mystery",4.1
796,tt1219827,Ghost in the Shell,PG-13,107 min,"Action, Drama, Sci-Fi",6.3
797,tt0473075,Prince of Persia: The Sands of Time,PG-13,116 min,"Action, Fantasy",6.6
798,tt0454876,Life of Pi,PG,127 min,"Adventure, Drama, Fantasy",7.9
799,tt1321511,Oldboy,R,104 min,"Action, Drama, Mystery",5.7
800,tt8647310,Buffaloed,Not Rated,95 min,"Comedy, Drama",5.8
801,tt1798684,Southpaw,R,124 min,"Drama, Sport",7.4
802,tt1935859,Miss Peregrine's Home for Peculiar Children,PG-13,127 min,"Adventure, Drama, Fantasy",6.7
803,tt2334879,White House Down,PG-13,131 min,"Action, Drama, Thriller",6.4
804,tt5638642,The Ritual,TV-MA,94 min,"Horror, Mystery, Thriller",6.3
805,tt1663662,Pacific Rim,PG-13,131 min,"Action, Adventure, Sci-Fi",6.9
806,tt1872181,The Amazing Spider-Man 2,PG-13,142 min,"Action, Adventure, Sci-Fi",6.6
807,tt3410834,Allegiant,PG-13,120 min,"Action, Adventure, Mystery",5.7
808,tt4062536,Green Room,R,95 min,"Horror, Music, Thriller",7.0
809,tt4995790,The Square,R,151 min,"Comedy, Drama",7.2
810,tt1915581,Magic Mike,R,110 min,"Comedy, Drama",6.1
811,tt1907668,Flight,R,138 min,"Drama, Thriller",7.3
812,tt8310924,"Faith, Hope & Love",PG,106 min,"Comedy, Romance",6.7
813,tt8323104,Nancy Drew and the Hidden Staircase,PG,89 min,"Comedy, Crime, Drama",5.7
814,tt0464154,Piranha 3D,R,88 min,"Comedy, Horror",5.4
815,tt3076658,Creed,PG-13,133 min,"Drama, Sport",7.6
816,tt1860357,Deepwater Horizon,PG-13,107 min,"Action, Drama, History",7.1
817,tt1878870,The Edge of Seventeen,R,104 min,"Comedy, Drama",7.3
818,tt1731141,Ender's Game,PG-13,114 min,"Action, Adventure, Fantasy",6.6
819,tt5294550,All the Money in the World,R,132 min,"Biography, Crime, Drama",6.8
820,tt0458481,Sin City: A Dame to Kill For,R,102 min,"Action, Crime, Thriller",6.5
821,tt1245492,This Is the End,R,107 min,Comedy,6.6
822,tt4276820,The Founder,PG-13,115 min,"Biography, Drama, History",7.2
823,tt1065073,Boyhood,R,165 min,Drama,7.9
824,tt2396589,Mudbound,R,134 min,"Drama, War",7.4
825,tt1023114,The Way Back,PG-13,133 min,"Adventure, Drama, History",7.3
826,tt2837574,The Old Man & the Gun,PG-13,93 min,"Biography, Comedy, Crime",6.7
827,tt1536537,What Happened to Monday,TV-MA,123 min,"Action, Adventure, Crime",6.9
828,tt1261945,Sex and the City 2,R,146 min,"Comedy, Drama, Romance",4.5
829,tt5092484,Beneath Us,R,90 min,"Horror, Thriller",5.2
830,tt1527186,Melancholia,R,135 min,"Drama, Sci-Fi",7.2
831,tt6186940,Hot Air,Not Rated,99 min,Drama,4.9
832,tt5989218,Life Itself,R,117 min,"Drama, Romance",6.7
833,tt1267297,Hercules,PG-13,98 min,"Action, Adventure, Fantasy",6.0
834,tt2388715,Oculus,R,104 min,"Horror, Mystery",6.5
835,tt1318514,Rise of the Planet of the Apes,PG-13,105 min,"Action, Drama, Sci-Fi",7.6
836,tt4176826,Er ist wieder da,Not Rated,116 min,"Comedy, Drama, Fantasy",7.1
837,tt2592614,Resident Evil: The Final Chapter,R,107 min,"Action, Horror, Sci-Fi",5.5
838,tt1386703,Total Recall,PG-13,118 min,"Action, Adventure, Sci-Fi",6.3
839,tt1399683,Winter's Bone,R,100 min,"Drama, Mystery",7.2
840,tt2302755,Olympus Has Fallen,R,119 min,"Action, Thriller",6.5
841,tt1399103,Transformers: Dark of the Moon,PG-13,154 min,"Action, Adventure, Sci-Fi",6.2
842,tt8983168,Commando 3,Not Rated,133 min,"Action, Thriller",5.7
843,tt2058673,Point Break,PG-13,114 min,"Action, Crime, Sport",5.3
844,tt7008872,Boy Erased,R,115 min,"Biography, Drama",6.9
845,tt3263904,Sully,PG-13,96 min,"Biography, Drama",7.4
846,tt2671706,Fences,PG-13,139 min,Drama,7.2
847,tt7869070,The Fanatic,R,88 min,"Crime, Thriller",4.9
848,tt2347569,Frances Ha,R,86 min,"Comedy, Drama, Romance",7.5
849,tt0892769,How to Train Your Dragon,PG,98 min,"Animation, Action, Adventure",8.1
850,tt1192628,Rango,PG,107 min,"Animation, Adventure, Comedy",7.2
851,tt0758752,Love & Other Drugs,R,112 min,"Comedy, Drama, Romance",6.7
852,tt2932536,47 Meters Down,PG-13,89 min,"Adventure, Drama, Horror",5.6
853,tt2531344,Blockers,R,102 min,Comedy,6.2
854,tt2109248,Transformers: Age of Extinction,PG-13,165 min,"Action, Adventure, Sci-Fi",5.6
855,tt6722726,Come As You Are,TV-MA,106 min,"Comedy, Drama",6.7
856,tt1528854,Daddy's Home,PG-13,96 min,"Comedy, Family",6.2
857,tt1211956,Escape Plan,R,115 min,"Action, Thriller",6.7
858,tt3824648,Big Time Adolescence,R,91 min,Comedy,6.2
859,tt2382009,Nymphomaniac: Vol. II,Not Rated,124 min,Drama,6.7
860,tt1588398,Sleeping Beauty,Not Rated,101 min,"Drama, Romance, Thriller",5.3
861,tt7043012,Velvet Buzzsaw,R,113 min,"Horror, Mystery, Thriller",5.7
862,tt1325004,The Twilight Saga: Eclipse,PG-13,124 min,"Action, Drama, Fantasy",5.0
863,tt2277860,Finding Dory,PG,97 min,"Animation, Adventure, Comedy",7.3
864,tt4595882,Can You Ever Forgive Me?,R,106 min,"Biography, Comedy, Crime",7.1
865,tt2101383,Knight of Cups,R,118 min,"Drama, Romance",5.7
866,tt8000908,Robert the Bruce,NaN,124 min,"Action, History",5.0
867,tt7671064,Brittany Runs a Marathon,R,104 min,"Comedy, Drama",6.8
868,tt4291600,Lady Macbeth,R,89 min,"Drama, Romance",6.8
869,tt1086772,Blended,PG-13,117 min,"Comedy, Romance",6.5
870,tt6820256,Arctic,PG-13,98 min,"Adventure, Drama",6.8
871,tt8266310,Blinded by the Light,PG-13,118 min,"Comedy, Drama, Music",6.9
872,tt1107812,Dirty Movie,R,91 min,Comedy,3.0
873,tt2557478,Pacific Rim: Uprising,PG-13,111 min,"Action, Adventure, Sci-Fi",5.6
874,tt9285882,Blue Story,NaN,91 min,"Crime, Drama",5.5
875,tt2479478,The Ridiculous 6,TV-14,119 min,"Comedy, Western",4.8
876,tt5990464,Rag Doll,NaN,103 min,"Action, Drama",4.7
877,tt0983193,The Adventures of Tintin,PG,107 min,"Animation, Action, Adventure",7.3
878,tt1646987,Wrath of the Titans,PG-13,99 min,"Action, Adventure, Fantasy",5.7
879,tt1838544,Gone,PG-13,94 min,"Action, Mystery, Thriller",5.9
880,tt1515091,Sherlock Holmes: A Game of Shadows,PG-13,129 min,"Action, Adventure, Crime",7.5
881,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,PG-13,117 min,"Action, Adventure, Drama",4.9
882,tt7616148,Luce,R,109 min,Drama,6.8
883,tt2059171,13 Sins,R,93 min,"Horror, Thriller",6.3
884,tt9172422,La Belle Époque,R,115 min,"Comedy, Drama, Romance",7.6
885,tt9420648,Bala,Not Rated,133 min,Comedy,7.5
886,tt7125860,If Beale Street Could Talk,R,119 min,"Drama, Romance",7.1
887,tt1424381,Predators,R,107 min,"Action, Adventure, Sci-Fi",6.4
888,tt5311542,Never Look Away,R,189 min,"Drama, History, Romance",7.7
889,tt0427152,Dinner for Schmucks,PG-13,114 min,Comedy,5.9
890,tt5074352,Dangal,Not Rated,161 min,"Action, Biography, Drama",8.4
891,tt4765284,Pitch Perfect 3,PG-13,93 min,"Comedy, Music",5.8
892,tt4034354,Swiss Army Man,R,97 min,"Comedy, Drama, Fantasy",7.0
893,tt2273657,True Story,R,99 min,"Crime, Drama, Mystery",6.3
894,tt8201170,The Perfect Date,TV-14,89 min,"Comedy, Romance",5.8
895,tt8239946,Tumbbad,Not Rated,104 min,"Drama, Fantasy, Horror",8.3
896,tt3348730,Jigsaw,R,92 min,"Horror, Mystery, Thriller",5.8
897,tt1645170,The Dictator,R,83 min,Comedy,6.4
898,tt1490017,The Lego Movie,PG,100 min,"Animation, Action, Adventure",7.8
899,tt1291150,Teenage Mutant Ninja Turtles,PG-13,101 min,"Action, Adventure, Comedy",5.8
900,tt1262416,Scream 4,R,111 min,"Horror, Mystery",6.1
901,tt0945513,Source Code,PG-13,93 min,"Action, Drama, Mystery",7.5
902,tt0944835,Salt,PG-13,100 min,"Action, Mystery, Thriller",6.4
903,tt3606752,Cars 3,G,102 min,"Animation, Adventure, Comedy",6.7
904,tt3922818,The Space Between Us,PG-13,120 min,"Drama, Romance, Sci-Fi",6.4
905,tt9020536,Ejen Ali: The Movie,NaN,97 min,"Animation, Action, Adventure",9.2
906,tt4046784,Maze Runner: The Scorch Trials,PG-13,131 min,"Action, Adventure, Sci-Fi",6.3
907,tt3203606,Trumbo,R,124 min,"Biography, Drama",7.5
908,tt1972779,The Best of Me,PG-13,118 min,"Drama, Romance",6.7
909,tt1951265,The Hunger Games: Mockingjay - Part 1,PG-13,123 min,"Action, Adventure, Sci-Fi",6.6
910,tt1922777,Sinister,R,110 min,"Horror, Mystery, Thriller",6.8
911,tt1241317,Death Note,TV-MA,101 min,"Action, Adventure, Crime",4.5
912,tt6864046,Shadow,Not Rated,116 min,"Action, Drama, War",7.0
913,tt4353250,The Last Black Man in San Francisco,R,121 min,Drama,7.4
914,tt2388771,Mowgli: Legend of the Jungle,PG-13,104 min,"Adventure, Drama, Fantasy",6.5
915,tt1980929,Begin Again,R,104 min,"Comedy, Drama, Music",7.4
916,tt7615302,Red Joan,R,101 min,"Biography, Drama, History",6.3
917,tt4878482,Dumplin',PG-13,110 min,"Comedy, Drama",6.6
918,tt1632708,Friends with Benefits,R,109 min,"Comedy, Romance",6.5
919,tt3110958,Now You See Me 2,PG-13,129 min,"Action, Adventure, Comedy",6.5
920,tt7600382,Ride Like a Girl,PG,98 min,"Biography, Drama, Sport",6.8
921,tt3181822,The Boy Next Door,R,91 min,"Horror, Thriller",4.7
922,tt1253863,300: Rise of an Empire,R,102 min,"Action, Drama",6.2
923,tt7058080,Angel of Mine,R,98 min,"Drama, Mystery, Thriller",6.5
924,tt5246700,How It Ends,TV-MA,113 min,"Action, Adventure, Drama",5.0
925,tt8655470,Hors normes,NaN,114 min,"Comedy, Drama",7.6
926,tt1458175,The Next Three Days,PG-13,133 min,"Action, Crime, Drama",7.4
927,tt4463816,Terminal,Not Rated,95 min,"Crime, Drama, Thriller",5.3
928,tt5208252,Operation Finale,PG-13,122 min,"Biography, Drama, History",6.6
929,tt1700841,Sausage Party,R,89 min,"Animation, Adventure, Comedy",6.1
930,tt1735898,Snow White and the Huntsman,PG-13,127 min,"Action, Adventure, Drama",6.1
931,tt2381941,Focus,R,105 min,"Comedy, Crime, Drama",6.6
932,tt5657846,Daddy's Home 2,PG-13,100 min,Comedy,6.0
933,tt7831358,Harpoon,Not Rated,83 min,"Comedy, Horror",6.0
934,tt2866360,Coherence,Not Rated,89 min,"Drama, Horror, Mystery",7.2
935,tt6802308,The 15:17 to Paris,PG-13,94 min,"Biography, Drama, Thriller",5.2
936,tt2042568,Inside Llewyn Davis,R,104 min,"Comedy, Drama, Music",7.5
937,tt0435651,The Giver,PG-13,97 min,"Drama, Romance, Sci-Fi",6.5
938,tt6908274,Mirage,TV-MA,128 min,"Drama, Mystery, Romance",7.4
939,tt5862312,Verónica,TV-MA,105 min,Horror,6.2
940,tt7937168,The Endless Trench,NaN,147 min,Drama,7.5
941,tt1560139,Boy,Not Rated,87 min,"Comedy, Drama",7.5
942,tt6408226,Newness,Unrated,117 min,"Drama, Romance",6.4
943,tt9074574,Dogs Don't Wear Pants,NaN,105 min,Drama,7.2
944,tt1121096,Seventh Son,PG-13,102 min,"Action, Adventure, Fantasy",5.5
945,tt1615065,Savages,R,131 min,"Crime, Drama, Thriller",6.5
946,tt3322940,Annabelle,R,99 min,"Horror, Mystery, Thriller",5.4
947,tt1486185,Red Riding Hood,PG-13,100 min,"Fantasy, Horror, Mystery",5.4
948,tt1583421,G.I. Joe: Retaliation,PG-13,110 min,"Action, Adventure, Sci-Fi",5.8
949,tt6920356,The Souvenir,R,120 min,"Drama, Mystery, Romance",6.5
950,tt1853739,You're Next,R,95 min,"Horror, Mystery, Thriller",6.5
951,tt7014006,Eighth Grade,R,93 min,"Comedy, Drama",7.4
952,tt6428676,Wonder Park,PG,85 min,"Animation, Adventure, Comedy",5.8
953,tt2548396,The Cloverfield Paradox,PG-13,102 min,"Drama, Horror, Mystery",5.5
954,tt1728616,Dau,NaN,330 min,"Biography, Drama, History",6.0
955,tt5220122,Hotel Transylvania 3: Summer Vacation,PG,97 min,"Animation, Adventure, Comedy",6.3
956,tt9356952,The Death of Dick Long,R,100 min,"Comedy, Crime, Drama",6.3
957,tt7374948,Always Be My Maybe,PG-13,101 min,"Comedy, Romance",6.8
958,tt2908446,Insurgent,PG-13,119 min,"Action, Adventure, Sci-Fi",6.2
959,tt1727388,The Way Way Back,PG-13,103 min,"Comedy, Drama",7.4
960,tt5834262,Hotel Artemis,R,94 min,"Action, Crime, Drama",6.0
961,tt4329242,Love Jacked,PG-13,100 min,"Comedy, Romance",5.8
962,tt8108198,Andhadhun,Not Rated,139 min,"Crime, Thriller",8.3
963,tt1155076,The Karate Kid,PG,140 min,"Action, Drama, Family",6.2
964,tt0359950,The Secret Life of Walter Mitty,PG,114 min,"Comedy, Drama, Fantasy",7.3
965,tt1320253,The Expendables,R,103 min,"Action, Adventure, Thriller",6.5
966,tt8426594,The Wind,R,86 min,"Horror, Western",5.5
967,tt7390588,Little Monsters,R,93 min,"Comedy, Horror",6.3
968,tt3721936,American Honey,R,163 min,"Adventure, Drama, Romance",7.0
969,tt5580266,The Hate U Give,PG-13,133 min,"Crime, Drama",7.4
970,tt1781922,No Escape,R,103 min,"Action, Thriller",6.8
971,tt1650554,Kick-Ass 2,R,103 min,"Action, Adventure, Comedy",6.5
972,tt8385474,A Dog's Journey,PG,109 min,"Comedy, Drama, Family",7.4
973,tt10896172,Cuddle Weather,NaN,95 min,"Drama, Romance",6.9
974,tt2034800,The Great Wall,PG-13,103 min,"Action, Adventure, Fantasy",5.9
975,tt1234721,RoboCop,PG-13,117 min,"Action, Crime, Sci-Fi",6.1
976,tt2726560,The Longest Ride,PG-13,123 min,"Drama, Romance",7.1
977,tt1210819,The Lone Ranger,PG-13,150 min,"Action, Adventure, Comedy",6.4
978,tt8809652,10 Minutes Gone,R,89 min,"Action, Crime, Mystery",3.6
979,tt1340800,Tinker Tailor Soldier Spy,R,122 min,"Drama, Mystery, Thriller",7.1
980,tt2567026,Alice Through the Looking Glass,PG,113 min,"Adventure, Family, Fantasy",6.2
981,tt7280898,22 July,R,143 min,"Crime, Drama, History",6.7
982,tt1100089,Foxcatcher,R,134 min,"Biography, Drama, Sport",7.0
983,tt1318517,The Man Who Killed Don Quixote,Not Rated,132 min,"Adventure, Comedy, Drama",6.4
984,tt5610554,Tully,R,95 min,"Comedy, Drama, Mystery",7.0
985,tt1289403,The Guernsey Literary and Potato Peel Pie Society,TV-14,124 min,"Drama, History, Romance",7.4
986,tt1232200,That's My Boy,R,116 min,Comedy,5.5
987,tt2823054,Mike and Dave Need Wedding Dates,R,98 min,"Comedy, Romance",6.0
988,tt2293640,Minions,PG,91 min,"Animation, Adventure, Comedy",6.4
989,tt7736478,The Traitor,R,145 min,"Biography, Crime, Drama",7.1
990,tt0829150,Dracula Untold,PG-13,92 min,"Action, Drama, Fantasy",6.3
991,tt2203939,The Other Woman,PG-13,109 min,"Comedy, Romance",6.0
992,tt6108178,Disobedience,R,114 min,"Drama, Romance",6.6
993,tt8380776,Grand Isle,NaN,97 min,"Action, Thriller",4.5
994,tt5501104,Border,R,110 min,"Crime, Drama, Fantasy",7.0
995,tt1606389,The Vow,PG-13,104 min,"Drama, Romance",6.8
996,tt2305051,Wild,R,115 min,"Biography, Drama",7.1
997,tt1921064,Pompeii,PG-13,105 min,"Action, Adventure, Drama",5.5
998,tt3442006,Cake,R,102 min,Drama,6.4
999,tt2381991,The Huntsman: Winter's War,PG-13,114 min,"Action, Adventure, Drama",6.1
1000,tt1872194,The Judge,R,141 min,"Crime, Drama",7.4
1001,tt2011311,The Outsider,TV-MA,120 min,"Crime, Drama, Thriller",6.3
1002,tt2160105,I Still See You,PG-13,98 min,"Fantasy, Thriller",5.8
1003,tt5936866,A Dark Place,NaN,89 min,"Mystery, Thriller",6.2
1004,tt1077368,Dark Shadows,PG-13,113 min,"Comedy, Fantasy, Horror",6.2
1005,tt4520364,Morgan,R,92 min,"Action, Horror, Sci-Fi",5.8
1006,tt8186318,Overcomer,PG,119 min,"Drama, Sport",6.5
1007,tt2180994,A Good Marriage,R,102 min,"Crime, Drama, Thriller",5.2
1008,tt8155288,Happy Death Day 2U,PG-13,100 min,"Comedy, Horror, Mystery",6.2
1009,tt1821694,RED 2,PG-13,116 min,"Action, Comedy, Crime",6.6
1010,tt0427543,A Million Little Pieces,R,113 min,Drama,6.1
1011,tt1397514,Journey 2: The Mysterious Island,PG,94 min,"Action, Adventure, Comedy",5.8
1012,tt7715070,Horrible Histories: The Movie - Rotten Romans,NaN,92 min,"Comedy, Family, History",5.2
1013,tt5117428,Wild Rose,R,101 min,"Comedy, Drama, Music",7.2
1014,tt5834760,Look Away,TV-MA,103 min,"Fantasy, Horror, Thriller",6.2
1015,tt2172934,3 Days to Kill,PG-13,117 min,"Action, Drama, Thriller",6.2
1016,tt2446980,Joy,PG-13,124 min,Drama,6.6
1017,tt3303730,In-gan-jung-dok,NaN,132 min,Drama,6.1
1018,tt6811018,The Kid Who Would Be King,PG,120 min,"Action, Adventure, Family",6.0
1019,tt1213663,The World's End,R,109 min,"Action, Comedy, Sci-Fi",7.0
1020,tt1542344,127 Hours,R,94 min,"Biography, Drama",7.6
1021,tt1572315,Texas Chainsaw 3D,R,92 min,"Horror, Thriller",4.8
1022,tt1946502,UglyDolls,PG,87 min,"Animation, Adventure, Comedy",4.9
1023,tt4799050,Rough Night,R,101 min,"Comedy, Crime, Thriller",5.2
1024,tt5952138,We Have Always Lived in the Castle,Not Rated,90 min,"Drama, Mystery, Thriller",5.6
1025,tt1351685,Jack the Giant Slayer,PG-13,114 min,"Adventure, Fantasy",6.2
1026,tt4680182,Colossal,R,109 min,"Comedy, Drama, Fantasy",6.2
1027,tt1764651,The Expendables 2,R,103 min,"Action, Adventure, Thriller",6.6
1028,tt1939659,Carrie,R,100 min,"Drama, Horror",5.9
1029,tt1622979,Final Destination 5,R,92 min,"Horror, Thriller",5.8
1030,tt3011894,Relatos salvajes,R,122 min,"Comedy, Drama, Thriller",8.1
1031,tt1655442,The Artist,PG-13,100 min,"Comedy, Drama, Romance",7.9
1032,tt5247022,Paterson,R,118 min,"Comedy, Drama, Romance",7.4
1033,tt0365907,A Walk Among the Tombstones,R,114 min,"Action, Crime, Drama",6.5
1034,tt1255919,Holmes & Watson,PG-13,90 min,"Comedy, Crime, Mystery",3.8
1035,tt9398640,Between Two Ferns: The Movie,TV-MA,82 min,Comedy,6.1
1036,tt1568911,War Horse,PG-13,146 min,"Action, Adventure, Drama",7.2
1037,tt6905696,Slaughterhouse Rulez,R,104 min,"Action, Comedy, Fantasy",5.2
1038,tt8178486,Earthquake Bird,R,107 min,"Crime, Drama, Mystery",5.9
1039,tt4094724,The Purge: Election Year,R,108 min,"Action, Horror, Sci-Fi",6.0
1040,tt2326612,The Captive,R,112 min,"Crime, Drama, Mystery",5.9
1041,tt1103153,Killers,PG-13,100 min,"Action, Comedy, Romance",5.4
1042,tt5057140,Hold the Dark,TV-MA,125 min,"Drama, Horror, Mystery",5.6
1043,tt1563742,Overboard,PG-13,112 min,"Comedy, Romance",6.0
1044,tt6000478,"Roman J. Israel, Esq.",PG-13,122 min,"Crime, Drama, Thriller",6.4
1045,tt10199586,Atlantics,TV-14,106 min,Drama,6.8
1046,tt2503944,Burnt,R,101 min,"Comedy, Drama",6.6
1047,tt2097307,Hit and Run,R,100 min,"Action, Comedy",6.1
1048,tt1385826,The Adjustment Bureau,PG-13,106 min,"Romance, Sci-Fi, Thriller",7.0
1049,tt1726592,Before I Go to Sleep,R,92 min,"Drama, Horror, Mystery",6.3
1050,tt4682786,Collateral Beauty,PG-13,97 min,"Drama, Romance",6.8
1051,tt1216475,Cars 2,G,106 min,"Animation, Adventure, Comedy",6.1
1052,tt9680136,Pati Patni Aur Woh,Not Rated,126 min,"Comedy, Romance",5.9
1053,tt4178092,The Gift,R,108 min,"Drama, Mystery, Thriller",7.0
1054,tt6543652,Cold War,R,89 min,"Drama, History, Music",7.6
1055,tt3385524,Stan & Ollie,PG,98 min,"Biography, Comedy, Drama",7.2
1056,tt3793788,The Escort,Not Rated,88 min,"Comedy, Drama, Romance",6.0
1057,tt1263750,Room in Rome,Not Rated,107 min,"Drama, Romance",6.1
1058,tt1823672,Chappie,R,120 min,"Action, Crime, Drama",6.8
1059,tt1935179,Mud,PG-13,130 min,Drama,7.4
1060,tt3256226,IO,TV-14,96 min,"Adventure, Drama, Romance",4.7
1061,tt9026524,Bliss,NaN,80 min,"Horror, Mystery",5.9
1062,tt2692904,Locke,R,85 min,Drama,7.1
1063,tt8185182,Long Day's Journey Into Night,Not Rated,138 min,"Drama, Mystery",7.2
1064,tt4572514,Patriots Day,R,133 min,"Action, Crime, Drama",7.4
1065,tt7420342,Killerman,R,112 min,"Action, Crime, Drama",5.6
1066,tt4302938,Kubo and the Two Strings,PG,101 min,"Animation, Action, Adventure",7.8
1067,tt4116284,The Lego Batman Movie,PG,104 min,"Animation, Action, Comedy",7.3
1068,tt1085492,The Prince,R,93 min,"Action, Thriller",4.6
1069,tt2788710,The Interview,R,112 min,"Action, Adventure, Comedy",6.5
1070,tt3289724,Welcome to Marwen,PG-13,116 min,"Biography, Comedy, Drama",6.1
1071,tt8983202,Kabir Singh,NaN,173 min,"Drama, Romance",7.1
1072,tt1714915,Only Lovers Left Alive,R,123 min,"Comedy, Drama, Fantasy",7.3
1073,tt1196141,Diary of a Wimpy Kid,PG,94 min,"Comedy, Drama, Family",6.2
1074,tt1596350,This Means War,PG-13,103 min,"Action, Comedy, Romance",6.3
1075,tt3195644,Insidious: Chapter 3,PG-13,97 min,"Horror, Mystery, Thriller",6.1
1076,tt4585910,The Long Home,R,96 min,Drama,4.2
1077,tt4575576,Christopher Robin,PG,104 min,"Adventure, Comedy, Drama",7.3
1078,tt4815122,Time Trap,NaN,87 min,"Action, Adventure, Sci-Fi",6.5
1079,tt2369135,Need for Speed,PG-13,132 min,"Action, Crime, Thriller",6.5
1080,tt6306064,Adrift,PG-13,96 min,"Action, Adventure, Biography",6.6
1081,tt1194173,The Bourne Legacy,PG-13,135 min,"Action, Adventure, Thriller",6.7
1082,tt1243974,Aloha,PG-13,105 min,"Comedy, Drama, Romance",5.4
1083,tt1306980,50/50,R,100 min,"Comedy, Drama, Romance",7.6
1084,tt1273221,London Fields,R,118 min,"Crime, Mystery, Thriller",4.3
1085,tt5179598,Billionaire Boys Club,R,108 min,"Biography, Drama, Thriller",5.6
1086,tt2209764,Transcendence,PG-13,119 min,"Action, Drama, Sci-Fi",6.3
1087,tt3312830,Youth,R,124 min,"Comedy, Drama, Music",7.3
1088,tt1979388,The Good Dinosaur,PG,93 min,"Animation, Adventure, Comedy",6.7
1089,tt1135084,Takers,PG-13,107 min,"Action, Crime, Thriller",6.2
1090,tt6053438,First Reformed,R,113 min,"Drama, Mystery, Thriller",7.1
1091,tt2231253,Wild Card,R,92 min,"Action, Crime, Drama",5.6
1092,tt1901024,Dark Crimes,R,92 min,"Crime, Drama, Thriller",5.1
1093,tt3038708,Iron Sky: The Coming Race,NaN,90 min,"Action, Adventure, Comedy",5.0
1094,tt5962210,Ingrid Goes West,R,98 min,"Comedy, Drama",6.6
1095,tt5628302,Beast,R,107 min,"Crime, Drama, Mystery",6.8
1096,tt2106651,Spectral,PG-13,107 min,"Action, Mystery, Sci-Fi",6.3
1097,tt1228987,Let Me In,R,116 min,"Drama, Fantasy, Horror",7.1
1098,tt2870612,"As Above, So Below",R,93 min,"Horror, Mystery, Thriller",6.2
1099,tt2763304,T2 Trainspotting,R,117 min,Drama,7.2
1100,tt0817230,Valentine's Day,PG-13,125 min,"Comedy, Romance",5.7
1101,tt0985694,Machete,R,105 min,"Action, Crime, Thriller",6.6
1102,tt5657856,Brawl in Cell Block 99,Not Rated,132 min,"Action, Crime, Drama",7.1
1103,tt2096672,Dumb and Dumber To,PG-13,109 min,Comedy,5.6
1104,tt5960374,Vox Lux,R,114 min,"Drama, Music",5.9
1105,tt7558302,Lying and Stealing,R,100 min,"Crime, Drama",5.2
1106,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,PG,113 min,"Adventure, Family, Fantasy",6.3
1107,tt0879870,Eat Pray Love,PG-13,133 min,"Drama, Romance",5.8
1108,tt0480687,Hall Pass,R,105 min,"Comedy, Romance",5.8
1109,tt1956620,Sex Tape,R,94 min,"Comedy, Romance",5.1
1110,tt1284575,Bad Teacher,R,92 min,"Comedy, Romance",5.6
1111,tt3787590,We Are Your Friends,R,96 min,"Drama, Music, Romance",6.2
1112,tt1620680,A Wrinkle in Time,PG,109 min,"Adventure, Family, Fantasy",4.2
1113,tt8075260,Someone Great,R,92 min,"Comedy, Romance",6.2
1114,tt9652782,Bait,NaN,89 min,Drama,7.2
1115,tt1832382,A Separation,PG-13,123 min,Drama,8.3
1116,tt0429493,The A-Team,PG-13,117 min,"Action, Adventure, Thriller",6.7
1117,tt1231583,Due Date,R,95 min,"Comedy, Drama",6.5
1118,tt1124037,Free State of Jones,R,139 min,"Action, Biography, Drama",6.9
1119,tt5635086,God's Own Country,Not Rated,104 min,"Drama, Romance",7.7
1120,tt4244998,Alpha,PG-13,96 min,"Adventure, Drama, Family",6.7
1121,tt2547584,The Light Between Oceans,PG-13,133 min,"Drama, Romance",7.2
1122,tt7137380,Destroyer,R,121 min,"Action, Crime, Drama",6.2
1123,tt1899353,The Raid: Redemption,R,101 min,"Action, Thriller",7.6
1124,tt3381008,The Brothers Grimsby,R,83 min,"Action, Adventure, Comedy",6.2
1125,tt5726086,Insidious: The Last Key,PG-13,103 min,"Horror, Mystery, Thriller",5.7
1126,tt0480255,The Losers,PG-13,97 min,"Action, Adventure, Crime",6.3
1127,tt1563738,One Day,PG-13,107 min,"Drama, Romance",7.0
1128,tt1646971,How to Train Your Dragon 2,PG,102 min,"Animation, Action, Adventure",7.8
1129,tt6798766,Greenlight,NaN,NaN,Thriller,5.2
1130,tt1410063,Jin ling shi san chai,R,146 min,"Drama, History, Romance",7.6
1131,tt3758172,Jungle,R,115 min,"Adventure, Biography, Drama",6.7
1132,tt1229822,Jane Eyre,PG-13,120 min,"Drama, Romance",7.3
1133,tt9133378,Premature,Unrated,90 min,"Drama, Music, Romance",5.3
1134,tt3986820,The Endless,Not Rated,111 min,"Fantasy, Horror, Sci-Fi",6.5
